user_id,academic_year,branch,skills,quiz_q1_response,quiz_q2_response,quiz_q3_response,quiz_q4_response,quiz_q5_response,quiz_q6_response,quiz_q7_response,quiz_q8_response,quiz_q9_response,quiz_q10_response,visual_percent,auditory_percent,kinesthetic_percent,recommended_format,recommended_courses,recommended_books,recommended_blogs
3469,Final Year (BE),Electronics & Communication,"Docker, CSS",B,A,A,A,B,C,C,A,B,C,23,53,24,Podcasts,"ML Bootcamp, Frontend Crash Course, Cybersecurity Basics","Clean Code, Python Crash Course",freecodecamp.org
3470,First Year (FE),Computer Science Engineering,"React, HTML, Python, C++",B,C,C,B,B,B,A,C,A,A,38,40,22,Podcasts,Cybersecurity Basics,"Clean Code, Python Crash Course","dev.to, freecodecamp.org"
3471,Second Year (SE),Electronics and Computer Engineering,"SQL, Figma, AWS, JavaScript",B,A,A,C,A,A,A,B,C,B,56,16,28,Videos,"ML Bootcamp, Frontend Crash Course",AI: A Modern Approach,freecodecamp.org
3472,Final Year (BE),Artificial Intelligence and Machine Learning,"Java, SQL",C,C,C,C,C,A,C,A,C,A,25,31,44,Projects,AWS Cloud Essentials,Clean Code,"geeksforgeeks.org, towardsdatascience.com"
3473,Final Year (BE),Computer Science Engineering,"Java, Figma, SQL",A,A,B,C,C,C,C,B,B,A,30,61,9,Podcasts,Cybersecurity Basics,"Python Crash Course, AI: A Modern Approach","medium.com, dev.to"
3474,Third Year (TE),Computer Science Engineering,"JavaScript, Python, Docker, Figma",C,C,B,A,A,A,B,A,C,B,47,15,38,Videos,"AWS Cloud Essentials, ML Bootcamp, Cybersecurity Basics",You Don’t Know JS,"dev.to, geeksforgeeks.org"
3475,First Year (FE),Electronics & Communication,"React, SQL",C,C,B,B,C,C,B,A,B,B,11,69,20,Podcasts,"Cybersecurity Basics, AWS Cloud Essentials","Design Patterns, Clean Code",towardsdatascience.com
3476,Third Year (TE),Artificial Intelligence and Machine Learning,"C++, Linux, AWS",A,C,B,A,A,A,A,A,A,A,44,25,31,Videos,"AWS Cloud Essentials, ML Bootcamp, Frontend Crash Course","AI: A Modern Approach, Design Patterns",towardsdatascience.com
3477,Final Year (BE),Computer Science Engineering,"CSS, Figma, Java, JavaScript, Python",B,C,A,A,C,A,B,A,B,A,29,43,28,Podcasts,"Frontend Crash Course, Cybersecurity Basics",Clean Code,"geeksforgeeks.org, freecodecamp.org"
3478,Final Year (BE),Artificial Intelligence and Machine Learning,"HTML, React",C,B,B,A,A,C,C,B,B,C,12,14,74,Projects,"Cybersecurity Basics, Intro to DSA","Clean Code, AI: A Modern Approach","freecodecamp.org, geeksforgeeks.org"
3479,First Year (FE),Electronics & Communication,"Linux, AWS, Python, Docker",B,B,B,B,C,B,B,C,B,C,10,18,72,Projects,"Intro to DSA, Frontend Crash Course, Cybersecurity Basics",AI: A Modern Approach,towardsdatascience.com
3480,First Year (FE),Information Technology,"Java, JavaScript",B,B,A,B,A,A,A,C,B,B,47,51,2,Podcasts,ML Bootcamp,AI: A Modern Approach,towardsdatascience.com
3481,Final Year (BE),Electronics and Computer Engineering,"AWS, Figma, React, JavaScript",B,C,C,A,C,C,C,C,A,A,47,33,20,Videos,"Cybersecurity Basics, Frontend Crash Course, ML Bootcamp",Python Crash Course,geeksforgeeks.org
3482,Second Year (SE),Electronics & Communication,"JavaScript, HTML",B,A,B,B,C,C,A,C,A,B,40,26,34,Videos,"Intro to DSA, Frontend Crash Course","Design Patterns, Clean Code",medium.com
3483,First Year (FE),Information Technology,"React, HTML, Java, AWS",A,A,B,B,A,C,A,A,C,A,17,81,2,Podcasts,"Intro to DSA, Frontend Crash Course","Python Crash Course, You Don’t Know JS",dev.to
3484,Third Year (TE),Computer Science Engineering,"Linux, CSS, AWS, SQL, Docker",B,C,A,A,A,A,B,B,B,C,40,38,22,Videos,"Cybersecurity Basics, Intro to DSA",AI: A Modern Approach,"towardsdatascience.com, medium.com"
3485,First Year (FE),Artificial Intelligence and Machine Learning,"AWS, Docker",A,B,A,C,C,A,C,A,B,B,15,67,18,Podcasts,"Frontend Crash Course, Intro to DSA",AI: A Modern Approach,towardsdatascience.com
3486,Third Year (TE),Electronics & Communication,"Figma, Linux, CSS, C++",C,B,C,A,C,C,C,B,C,B,47,14,39,Videos,"AWS Cloud Essentials, Intro to DSA",AI: A Modern Approach,"geeksforgeeks.org, towardsdatascience.com"
3487,First Year (FE),Electronics and Computer Engineering,"Java, AWS, React, Linux, JavaScript",B,A,B,A,A,A,C,A,B,A,44,28,28,Videos,"ML Bootcamp, AWS Cloud Essentials, Intro to DSA",Design Patterns,dev.to
3488,Third Year (TE),Computer Science Engineering,"JavaScript, SQL",B,C,A,B,A,C,A,C,C,B,49,28,23,Videos,"Frontend Crash Course, Cybersecurity Basics, AWS Cloud Essentials","AI: A Modern Approach, Design Patterns","freecodecamp.org, towardsdatascience.com"
3489,Final Year (BE),Information Technology,"AWS, React, Figma",A,A,C,A,C,C,B,C,C,B,17,58,25,Podcasts,"Cybersecurity Basics, ML Bootcamp, Intro to DSA",Python Crash Course,freecodecamp.org
3490,Third Year (TE),Electronics and Computer Engineering,"AWS, CSS, JavaScript, Linux",A,A,B,A,B,A,A,A,B,B,46,24,30,Videos,ML Bootcamp,"Design Patterns, Python Crash Course","dev.to, towardsdatascience.com"
3491,First Year (FE),Artificial Intelligence and Machine Learning,"SQL, Figma, CSS, Java, React",A,B,A,C,C,C,C,A,C,A,51,14,35,Videos,"ML Bootcamp, Cybersecurity Basics","Design Patterns, You Don’t Know JS","medium.com, geeksforgeeks.org"
3492,Final Year (BE),Information Technology,"Figma, Python, Docker, CSS",A,B,B,C,A,B,B,B,A,C,40,34,26,Videos,Frontend Crash Course,"Design Patterns, You Don’t Know JS",towardsdatascience.com
3493,First Year (FE),Electronics and Computer Engineering,"HTML, Java, SQL",B,A,C,B,B,C,B,C,B,C,25,10,65,Projects,"Intro to DSA, ML Bootcamp","AI: A Modern Approach, You Don’t Know JS",towardsdatascience.com
3494,Final Year (BE),Computer Science Engineering,"Python, React, SQL, Docker, HTML",A,B,C,C,A,B,A,B,B,A,45,54,1,Podcasts,"Cybersecurity Basics, Frontend Crash Course",Clean Code,"freecodecamp.org, towardsdatascience.com"
3495,First Year (FE),Information Technology,"HTML, CSS, SQL, Docker, JavaScript",A,B,C,C,C,B,C,C,C,C,14,13,73,Projects,"AWS Cloud Essentials, ML Bootcamp","You Don’t Know JS, Python Crash Course","freecodecamp.org, dev.to"
3496,Final Year (BE),Electronics and Computer Engineering,"Linux, HTML",C,A,B,C,A,A,A,A,A,C,56,28,16,Videos,"Cybersecurity Basics, Intro to DSA, Frontend Crash Course",Python Crash Course,freecodecamp.org
3497,Final Year (BE),Computer Science Engineering,"SQL, React, Figma, CSS",A,C,A,C,B,C,A,B,A,B,11,24,65,Projects,Frontend Crash Course,"AI: A Modern Approach, You Don’t Know JS",geeksforgeeks.org
3498,Final Year (BE),Information Technology,"SQL, C++, React",C,C,B,C,C,C,B,B,A,B,55,38,7,Videos,"AWS Cloud Essentials, Intro to DSA",Design Patterns,"medium.com, dev.to"
3499,Second Year (SE),Electronics & Communication,"C++, CSS, Docker, Figma, AWS",B,C,A,C,A,C,B,A,B,B,60,28,12,Videos,"AWS Cloud Essentials, ML Bootcamp, Intro to DSA",AI: A Modern Approach,medium.com
3500,Second Year (SE),Electronics & Communication,"React, Java, AWS",B,A,C,C,A,C,A,C,B,B,26,40,34,Podcasts,"AWS Cloud Essentials, Frontend Crash Course, ML Bootcamp","Clean Code, Python Crash Course",medium.com
3501,Third Year (TE),Electronics and Computer Engineering,"CSS, React, Figma, Java, JavaScript",A,A,B,A,C,C,B,B,C,A,11,22,67,Projects,"Intro to DSA, AWS Cloud Essentials, Cybersecurity Basics",Python Crash Course,dev.to
3502,Final Year (BE),Artificial Intelligence and Machine Learning,"Java, SQL, HTML, Python",B,A,B,C,B,A,A,A,C,B,49,15,36,Videos,"Frontend Crash Course, ML Bootcamp",Python Crash Course,"geeksforgeeks.org, freecodecamp.org"
3503,Third Year (TE),Artificial Intelligence and Machine Learning,"AWS, HTML, Java, JavaScript, SQL",C,A,A,C,A,A,B,B,B,A,40,17,43,Projects,ML Bootcamp,You Don’t Know JS,"dev.to, geeksforgeeks.org"
3504,First Year (FE),Computer Science Engineering,"C++, Linux, Java",B,C,C,A,C,B,B,B,A,A,32,25,43,Projects,"AWS Cloud Essentials, Frontend Crash Course, Intro to DSA","AI: A Modern Approach, Design Patterns",towardsdatascience.com
3505,Third Year (TE),Artificial Intelligence and Machine Learning,"SQL, C++, AWS, Python, Java",C,C,A,A,B,A,A,C,C,A,54,36,10,Videos,"Intro to DSA, AWS Cloud Essentials","Design Patterns, AI: A Modern Approach","dev.to, freecodecamp.org"
3506,Third Year (TE),Artificial Intelligence and Machine Learning,"Java, Linux, Figma, JavaScript, SQL",A,B,B,C,A,B,B,C,B,C,30,63,7,Podcasts,"ML Bootcamp, Frontend Crash Course, Cybersecurity Basics",Design Patterns,"freecodecamp.org, towardsdatascience.com"
3507,First Year (FE),Computer Science Engineering,"Figma, JavaScript, AWS, Linux, Docker",C,B,A,C,C,A,A,C,A,B,43,19,38,Videos,Cybersecurity Basics,"Python Crash Course, AI: A Modern Approach","towardsdatascience.com, geeksforgeeks.org"
3508,Third Year (TE),Information Technology,"HTML, Docker, JavaScript, C++, Figma",C,C,B,B,B,A,B,A,C,B,17,77,6,Podcasts,Cybersecurity Basics,AI: A Modern Approach,towardsdatascience.com
3509,Final Year (BE),Electronics and Computer Engineering,"Docker, CSS, AWS, Linux, C++",C,B,B,A,B,A,C,B,C,A,32,17,51,Projects,"Frontend Crash Course, Intro to DSA, ML Bootcamp","Clean Code, Design Patterns",medium.com
3510,Final Year (BE),Computer Science Engineering,"Python, React, C++",C,B,A,C,C,B,A,B,A,A,52,29,19,Videos,Intro to DSA,AI: A Modern Approach,freecodecamp.org
3511,Second Year (SE),Information Technology,"Python, CSS",B,A,A,B,C,C,B,A,C,A,56,32,12,Videos,Frontend Crash Course,You Don’t Know JS,"geeksforgeeks.org, medium.com"
3512,First Year (FE),Electronics & Communication,"C++, CSS, Figma",A,A,C,A,A,C,A,B,B,A,48,52,0,Podcasts,"Cybersecurity Basics, Frontend Crash Course, ML Bootcamp",Python Crash Course,towardsdatascience.com
3513,First Year (FE),Computer Science Engineering,"HTML, Linux, Python, Docker",C,B,A,C,C,A,C,B,C,B,21,41,38,Podcasts,AWS Cloud Essentials,"Clean Code, You Don’t Know JS","geeksforgeeks.org, medium.com"
3514,Second Year (SE),Electronics and Computer Engineering,"JavaScript, Docker, SQL, Python",A,C,B,A,B,A,B,A,A,C,44,31,25,Videos,"Intro to DSA, AWS Cloud Essentials","You Don’t Know JS, Design Patterns","dev.to, geeksforgeeks.org"
3515,Third Year (TE),Information Technology,"AWS, Linux, CSS, React",B,B,C,B,C,A,A,A,A,A,31,40,29,Podcasts,Intro to DSA,"Design Patterns, Python Crash Course",freecodecamp.org
3516,Third Year (TE),Electronics & Communication,"Linux, Python",B,C,B,C,A,C,B,B,C,B,20,17,63,Projects,"Intro to DSA, ML Bootcamp, Cybersecurity Basics","AI: A Modern Approach, Clean Code",geeksforgeeks.org
3517,Second Year (SE),Artificial Intelligence and Machine Learning,"Figma, React",A,C,B,A,A,C,C,B,A,B,34,55,11,Podcasts,AWS Cloud Essentials,AI: A Modern Approach,"geeksforgeeks.org, freecodecamp.org"
3518,Third Year (TE),Information Technology,"Linux, Figma, Java",A,B,B,B,B,A,B,B,B,A,51,28,21,Videos,"ML Bootcamp, AWS Cloud Essentials, Intro to DSA",Clean Code,"medium.com, dev.to"
3519,Third Year (TE),Artificial Intelligence and Machine Learning,"React, Python, HTML",C,A,A,A,C,B,B,B,A,C,17,62,21,Podcasts,"AWS Cloud Essentials, Frontend Crash Course","Clean Code, You Don’t Know JS","medium.com, dev.to"
3520,First Year (FE),Information Technology,"React, SQL, AWS, Java, C++",B,A,A,B,C,B,A,B,B,B,51,41,8,Videos,ML Bootcamp,Clean Code,towardsdatascience.com
3521,First Year (FE),Electronics and Computer Engineering,"HTML, Linux, Python",B,B,A,A,A,A,C,C,A,C,45,33,22,Videos,"ML Bootcamp, Frontend Crash Course, AWS Cloud Essentials","Design Patterns, Python Crash Course",towardsdatascience.com
3522,Second Year (SE),Electronics & Communication,"C++, CSS, Python, Java",A,B,A,C,A,A,A,A,B,A,49,10,41,Videos,"Frontend Crash Course, AWS Cloud Essentials","Clean Code, Design Patterns","freecodecamp.org, towardsdatascience.com"
3523,Third Year (TE),Electronics and Computer Engineering,"React, AWS, Figma, JavaScript",A,A,C,C,A,A,A,C,B,C,34,61,5,Podcasts,AWS Cloud Essentials,AI: A Modern Approach,towardsdatascience.com
3524,Second Year (SE),Artificial Intelligence and Machine Learning,"Docker, HTML, Linux",B,B,B,C,B,B,B,C,B,A,28,15,57,Projects,"AWS Cloud Essentials, ML Bootcamp",Clean Code,"geeksforgeeks.org, medium.com"
3525,Second Year (SE),Electronics and Computer Engineering,"React, Linux",B,B,A,A,B,B,A,B,A,B,40,33,27,Videos,"AWS Cloud Essentials, Frontend Crash Course, ML Bootcamp","Clean Code, Python Crash Course",medium.com
3526,Third Year (TE),Information Technology,"C++, Linux, HTML, AWS",C,B,C,A,B,A,B,C,A,A,54,25,21,Videos,"Intro to DSA, ML Bootcamp, AWS Cloud Essentials",Python Crash Course,freecodecamp.org
3527,Final Year (BE),Artificial Intelligence and Machine Learning,"Docker, Figma, React, C++, SQL",A,A,A,B,B,B,B,C,B,B,29,67,4,Podcasts,"AWS Cloud Essentials, Frontend Crash Course, Cybersecurity Basics","Clean Code, You Don’t Know JS",freecodecamp.org
3528,Second Year (SE),Information Technology,"Java, React, JavaScript",C,A,C,A,A,C,C,C,C,B,49,47,4,Videos,"Cybersecurity Basics, ML Bootcamp, Frontend Crash Course","Design Patterns, Python Crash Course","geeksforgeeks.org, dev.to"
3529,Third Year (TE),Information Technology,"SQL, Python, JavaScript, AWS",B,C,C,B,A,C,B,B,B,B,60,10,30,Videos,ML Bootcamp,Python Crash Course,freecodecamp.org
3530,Second Year (SE),Computer Science Engineering,"SQL, Java",C,B,B,A,A,B,C,C,A,B,44,28,28,Videos,"Intro to DSA, AWS Cloud Essentials","AI: A Modern Approach, Design Patterns",towardsdatascience.com
3531,First Year (FE),Electronics and Computer Engineering,"Python, CSS, HTML, C++, Java",C,C,C,C,A,B,A,B,B,C,14,78,8,Podcasts,"Cybersecurity Basics, AWS Cloud Essentials",AI: A Modern Approach,freecodecamp.org
3532,Third Year (TE),Artificial Intelligence and Machine Learning,"SQL, Java, Docker, JavaScript, CSS",A,C,C,B,C,C,B,A,A,A,16,61,23,Podcasts,"ML Bootcamp, Cybersecurity Basics",Design Patterns,dev.to
3533,First Year (FE),Artificial Intelligence and Machine Learning,"Java, React",A,C,C,B,B,A,A,C,B,C,13,44,43,Podcasts,"Frontend Crash Course, Cybersecurity Basics, Intro to DSA","Python Crash Course, AI: A Modern Approach","medium.com, geeksforgeeks.org"
3534,Final Year (BE),Artificial Intelligence and Machine Learning,"HTML, React, SQL, Java",B,A,C,B,C,A,A,A,A,B,37,36,27,Videos,Intro to DSA,"Python Crash Course, Clean Code",geeksforgeeks.org
3535,Second Year (SE),Information Technology,"Docker, C++, Python, Java",A,A,B,C,C,B,C,A,C,B,35,46,19,Podcasts,"Frontend Crash Course, ML Bootcamp, Intro to DSA",You Don’t Know JS,"towardsdatascience.com, dev.to"
3536,Second Year (SE),Information Technology,"React, Docker",B,B,A,A,B,A,B,C,A,B,23,74,3,Podcasts,ML Bootcamp,"Clean Code, Design Patterns","geeksforgeeks.org, dev.to"
3537,First Year (FE),Information Technology,"C++, JavaScript",A,A,B,B,C,A,B,C,C,B,21,53,26,Podcasts,"Frontend Crash Course, Cybersecurity Basics",Python Crash Course,"medium.com, geeksforgeeks.org"
3538,Third Year (TE),Electronics & Communication,"HTML, C++, React, Docker, AWS",C,B,A,C,B,C,B,A,C,B,47,44,9,Videos,ML Bootcamp,Clean Code,geeksforgeeks.org
3539,Final Year (BE),Computer Science Engineering,"AWS, JavaScript, React, C++, CSS",B,C,C,B,B,B,A,B,C,C,14,63,23,Podcasts,"Intro to DSA, ML Bootcamp",Python Crash Course,"geeksforgeeks.org, towardsdatascience.com"
3540,Third Year (TE),Computer Science Engineering,"SQL, Docker",A,A,A,C,C,A,C,A,B,A,22,62,16,Podcasts,AWS Cloud Essentials,You Don’t Know JS,freecodecamp.org
3541,Final Year (BE),Computer Science Engineering,"Docker, React, C++",C,A,A,A,C,C,C,B,A,A,15,73,12,Podcasts,ML Bootcamp,Python Crash Course,"dev.to, towardsdatascience.com"
3542,First Year (FE),Electronics & Communication,"Docker, Python, React",A,B,A,C,B,A,B,C,B,C,36,25,39,Projects,"ML Bootcamp, Frontend Crash Course, AWS Cloud Essentials","AI: A Modern Approach, Design Patterns",dev.to
3543,First Year (FE),Electronics and Computer Engineering,"Java, Docker, SQL",C,B,B,C,C,B,C,C,B,A,51,14,35,Videos,"Intro to DSA, ML Bootcamp, AWS Cloud Essentials","You Don’t Know JS, AI: A Modern Approach","medium.com, freecodecamp.org"
3544,First Year (FE),Electronics and Computer Engineering,"Docker, Linux, HTML, Figma",C,A,A,A,C,B,B,B,B,C,13,68,19,Podcasts,"Frontend Crash Course, Intro to DSA","AI: A Modern Approach, Clean Code",medium.com
3545,First Year (FE),Electronics and Computer Engineering,"Python, React, SQL, Docker",A,C,B,C,A,A,C,C,A,A,35,14,51,Projects,"AWS Cloud Essentials, ML Bootcamp, Cybersecurity Basics","You Don’t Know JS, Clean Code",geeksforgeeks.org
3546,Final Year (BE),Information Technology,"Java, Python, AWS",B,A,C,C,A,B,B,B,A,A,28,29,43,Projects,Cybersecurity Basics,"AI: A Modern Approach, You Don’t Know JS","geeksforgeeks.org, freecodecamp.org"
3547,First Year (FE),Artificial Intelligence and Machine Learning,"HTML, SQL, Figma, Docker, AWS",A,C,C,B,C,C,A,A,C,A,24,59,17,Podcasts,"AWS Cloud Essentials, Cybersecurity Basics",Clean Code,freecodecamp.org
3548,Second Year (SE),Information Technology,"CSS, React, Python",A,A,C,C,C,B,B,C,C,C,47,13,40,Videos,"ML Bootcamp, Cybersecurity Basics, AWS Cloud Essentials",Python Crash Course,"freecodecamp.org, towardsdatascience.com"
3549,Final Year (BE),Artificial Intelligence and Machine Learning,"Linux, Java",A,C,B,C,B,B,C,A,C,B,43,56,1,Podcasts,"AWS Cloud Essentials, ML Bootcamp",Python Crash Course,medium.com
3550,Third Year (TE),Information Technology,"JavaScript, CSS",A,A,A,B,C,C,B,A,C,A,57,19,24,Videos,Frontend Crash Course,You Don’t Know JS,"dev.to, freecodecamp.org"
3551,Second Year (SE),Electronics and Computer Engineering,"JavaScript, SQL, Python, AWS, C++",A,C,C,A,C,B,C,C,C,A,45,40,15,Videos,"Intro to DSA, AWS Cloud Essentials, Frontend Crash Course","AI: A Modern Approach, Design Patterns",dev.to
3552,Second Year (SE),Computer Science Engineering,"Python, Linux, AWS, CSS",C,B,A,B,A,C,C,A,B,B,23,66,11,Podcasts,"Intro to DSA, Cybersecurity Basics, AWS Cloud Essentials",Design Patterns,"freecodecamp.org, medium.com"
3553,First Year (FE),Electronics & Communication,"CSS, AWS, Docker",B,C,A,B,B,C,C,C,C,C,36,39,25,Podcasts,"ML Bootcamp, Intro to DSA, Cybersecurity Basics",AI: A Modern Approach,towardsdatascience.com
3554,Final Year (BE),Artificial Intelligence and Machine Learning,"SQL, React, CSS, HTML",B,A,B,C,C,B,A,A,A,A,43,54,3,Podcasts,"Frontend Crash Course, Intro to DSA","Python Crash Course, AI: A Modern Approach","dev.to, geeksforgeeks.org"
3555,First Year (FE),Information Technology,"Docker, Linux, JavaScript, React, HTML",C,B,B,B,C,B,A,B,C,A,47,19,34,Videos,"Frontend Crash Course, AWS Cloud Essentials",Python Crash Course,"dev.to, towardsdatascience.com"
3556,First Year (FE),Computer Science Engineering,"Figma, SQL",C,A,B,B,C,C,A,C,A,A,59,41,0,Videos,AWS Cloud Essentials,"Design Patterns, Clean Code",freecodecamp.org
3557,Third Year (TE),Electronics & Communication,"JavaScript, Figma",B,B,A,B,B,C,A,A,C,B,17,15,68,Projects,AWS Cloud Essentials,Python Crash Course,"freecodecamp.org, medium.com"
3558,First Year (FE),Electronics & Communication,"Figma, C++, HTML, JavaScript, Docker",B,B,C,A,A,C,C,A,A,A,16,55,29,Podcasts,"ML Bootcamp, Cybersecurity Basics","AI: A Modern Approach, You Don’t Know JS","towardsdatascience.com, medium.com"
3559,First Year (FE),Electronics & Communication,"AWS, CSS, HTML, C++, JavaScript",C,B,A,B,A,B,A,B,A,B,28,38,34,Podcasts,"ML Bootcamp, Cybersecurity Basics",Design Patterns,"dev.to, geeksforgeeks.org"
3560,Third Year (TE),Electronics and Computer Engineering,"Linux, HTML",A,B,B,C,C,C,C,C,A,B,29,14,57,Projects,"Frontend Crash Course, Intro to DSA",Python Crash Course,"geeksforgeeks.org, medium.com"
3561,Final Year (BE),Artificial Intelligence and Machine Learning,"Linux, C++, React, HTML",C,B,B,B,C,B,A,A,A,B,24,59,17,Podcasts,"AWS Cloud Essentials, ML Bootcamp, Intro to DSA","Design Patterns, AI: A Modern Approach","geeksforgeeks.org, medium.com"
3562,Third Year (TE),Information Technology,"Java, CSS",B,C,C,A,B,B,C,A,B,C,24,29,47,Projects,"ML Bootcamp, AWS Cloud Essentials","You Don’t Know JS, Design Patterns",dev.to
3563,Second Year (SE),Electronics & Communication,"Figma, React, Docker",A,C,B,B,A,B,C,A,C,A,33,34,33,Podcasts,"ML Bootcamp, Frontend Crash Course","AI: A Modern Approach, You Don’t Know JS","freecodecamp.org, medium.com"
3564,Second Year (SE),Artificial Intelligence and Machine Learning,"AWS, React, HTML",C,B,A,A,B,C,A,B,B,A,41,38,21,Videos,"Frontend Crash Course, ML Bootcamp, AWS Cloud Essentials","Design Patterns, You Don’t Know JS",medium.com
3565,First Year (FE),Electronics and Computer Engineering,"HTML, C++, Python, JavaScript",C,C,C,B,C,B,A,B,C,A,27,59,14,Podcasts,"Intro to DSA, Frontend Crash Course, AWS Cloud Essentials",You Don’t Know JS,"towardsdatascience.com, medium.com"
